building,day,teacher,school,room,semester,faculty,course_type,course_name,course_number,hours
2000 - 1600,היסטוריה קווירית וטרנסג'נדרית בעת החדישה,גילמן,פרופ רחמימוב איריס,0621-9040-01,ב',היסטוריה כללית ,סמינר,497 ,מדעי הרוח,ג'
2000 - 1600,תפנית ויזואלית בחקר ההיסטוריה,גילמן,פרופ חלפין יגאל,0621-9054-01,א',היסטוריה כללית ,סמינר,304 ,מדעי הרוח,ג'
2000 - 1600,סוגיות בהיסטוריה גרמנית מודרנית,גילמן,"ד""ר שפר שגיא",0621-9056-01,ב',היסטוריה כללית ,סמינר,320 ,מדעי הרוח,ד'
1400 - 1000,סוציאליזם עם פנים אנושיות: רוסיה הסובייטית בין סטלין לגורבצ'וב,גילמן,"ד""ר מויאל דינה",0621-9057-01,א',היסטוריה כללית ,סמינר,319א,מדעי הרוח,ד'
2000 - 1600,משטר בפורטוגל,גילמן,"ד""ר גונזלווס גונזלו רוקה",0621-9058-01,א',היסטוריה כללית ,סמינר,260 ,מדעי הרוח,ב'
2000 - 1800,משטר בפורטוגל,גילמן,"ד""ר גונזלווס גונזלו רוקה",0621-9058-01,א',היסטוריה כללית ,סמינר,260 ,מדעי הרוח,ד'
1800 - 1600,סדנת כתיבה,גילמן,"ד""ר טייכר אמיר",0621-9500-01,א',היסטוריה כללית ,סדנה,317א,מדעי הרוח,ג'
1600 - 1400,סדנת כתיבה,גילמן,פרופ אלגזי גד יעקב,0621-9500-02,ב',היסטוריה כללית ,סדנה,317א,מדעי הרוח,ג'
1800 - 1400,"סמינר מ""א שנתי בינאוניברסיטאי בהיסטוריה של מזרח אירופה",גילמן,"ד""ר מויאל דינה",0621-9701-01,א',היסטוריה כללית ,סמינר,458 ,מדעי הרוח,א'
1800 - 1400,"סמינר מ""א שנתי בינאוניברסיטאי בהיסטוריה של מזרח אירופה",גילמן,"ד""ר מויאל דינה",0621-9701-01,ב',היסטוריה כללית ,סמינר,458 ,מדעי הרוח,א'
None,הנחית תזה,None,  ,0621-9988-01,א',היסטוריה כללית ,הדרכה אי,    ,מדעי הרוח,None
None,הנחית תזה,None,  ,0621-9988-02,ב',היסטוריה כללית ,הדרכה אי,    ,מדעי הרוח,None
2000 - 1800,ערבית למתחילים,גילמן,"ד""ר גטרויר עירית",0622-1000-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,305 ,מדעי הרוח,א'
2000 - 1800,ערבית למתחילים,גילמן,"ד""ר גטרויר עירית",0622-1000-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,305 ,מדעי הרוח,ג'
2000 - 1800,ערבית למתחילים,גילמן,"ד""ר גטרויר עירית",0622-1000-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,305 ,מדעי הרוח,ד'
1600 - 1400,ערבית למתחילים,גילמן,"ד""ר גטרויר עירית",0622-1000-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,305 ,מדעי הרוח,א'
2000 - 1800,ערבית למתחילים,גילמן,"ד""ר גטרויר עירית",0622-1000-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,305 ,מדעי הרוח,ג'
2000 - 1800,ערבית למתחילים,גילמן,"ד""ר גטרויר עירית",0622-1000-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,305 ,מדעי הרוח,ד'
1600 - 1400,ערבית למתחילים,גילמן,גב' דוידוביץ עדנה,0622-1000-02,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,305 ,מדעי הרוח,ב'
1600 - 1400,ערבית למתחילים,גילמן,גב' דוידוביץ עדנה,0622-1000-02,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,305 ,מדעי הרוח,ג'
1600 - 1400,ערבית למתחילים,גילמן,גב' דוידוביץ עדנה,0622-1000-02,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,305 ,מדעי הרוח,ה'
1600 - 1400,ערבית למתחילים,גילמן,גב' דוידוביץ עדנה,0622-1000-02,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,361 ,מדעי הרוח,ב'
1600 - 1400,ערבית למתחילים,גילמן,גב' דוידוביץ עדנה,0622-1000-02,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,361 ,מדעי הרוח,ג'
1600 - 1400,ערבית למתחילים,גילמן,גב' דוידוביץ עדנה,0622-1000-02,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,361 ,מדעי הרוח,ה'
1400 - 1200,"מבוא לתולדות המזה""ת בעת החדישה",גילמן,פרופ רבי עוזי,0622-1001-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור,144 ,מדעי הרוח,ה'
1200 - 1000,מבוא לתולדות הערבים והאסלאם,גילמן,פרופ שפר מוסנזון מרים,0622-1002-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור,144 ,מדעי הרוח,ה'
1400 - 1200,מבוא לדת ולתרבות האסלאם,גילמן,"ד""ר צפריר נורית",0622-1003-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור,144 ,מדעי הרוח,ג'
1000 - 0800,מבוא לתולדות האימפריה העות'מאנית,גילמן,פרופ סינגר איימי,0622-1004-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור,144 ,מדעי הרוח,ב'
1200 - 1000,"סדנת יסוד: סוגיות מרכזיות בהיסטוריה המודרנית של המזה""ת",גילמן,"ד""ר צורף מירה",0622-1010-01,א',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,450 ,מדעי הרוח,א'
1200 - 1000,"סדנת יסוד: סוגיות מרכזיות בהיסטוריה המודרנית של המזה""ת",גילמן,"ד""ר צורף מירה",0622-1010-01,א',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,455 ,מדעי הרוח,ד'
1800 - 1600,"סדנת יסוד: סוגיות מרכזיות בהיסטוריה המודרנית של המזה""ת",גילמן,"ד""ר אלון יואב",0622-1010-02,א',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,456 ,מדעי הרוח,א'
1800 - 1600,"סדנת יסוד: סוגיות מרכזיות בהיסטוריה המודרנית של המזה""ת",גילמן,"ד""ר אלון יואב",0622-1010-02,א',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,456 ,מדעי הרוח,ג'
1200 - 1000,"סדנת יסוד: סוגיות מרכזיות בהיסטוריה המודרנית של המזה""ת",גילמן,"ד""ר נדן עמוס",0622-1010-03,א',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,306 ,מדעי הרוח,ג'
1800 - 1600,"סדנת יסוד: סוגיות מרכזיות בהיסטוריה המודרנית של המזה""ת",גילמן,"ד""ר נדן עמוס",0622-1010-03,א',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,306 ,מדעי הרוח,ה'
1400 - 1200,"סדנת יסוד: סוגיות מרכזיות בהיסטוריה המודרנית של המזה""ת",גילמן,"ד""ר וישניצר אבנר",0622-1010-04,ב',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,317 ,מדעי הרוח,ג'
1400 - 1200,"סדנת יסוד: סוגיות מרכזיות בהיסטוריה המודרנית של המזה""ת",גילמן,"ד""ר וישניצר אבנר",0622-1010-04,ב',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,361א,מדעי הרוח,ה'
1800 - 1600,"סדנת יסוד: סוגיות מרכזיות בהיסטוריה המודרנית של המזה""ת",גילמן,"ד""ר ברק און",0622-1010-05,ב',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,456 ,מדעי הרוח,ג'
1800 - 1600,"סדנת יסוד: סוגיות מרכזיות בהיסטוריה המודרנית של המזה""ת",גילמן,"ד""ר ברק און",0622-1010-05,ב',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,456 ,מדעי הרוח,ה'
1400 - 1200,תרגיל לתולדות הערבים והאסלאם,גילמן,"ד""ר שיח' אחמד חאלד",0622-1012-01,א',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,456 ,מדעי הרוח,א'
1800 - 1600,תרגיל לתולדות הערבים והאסלאם,גילמן,"ד""ר שיח' אחמד חאלד",0622-1012-01,א',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,456 ,מדעי הרוח,ד'
1600 - 1400,תרגיל לדת ולתרבות האסלאם,גילמן,"ד""ר צפריר נורית",0622-1013-01,ב',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,456 ,מדעי הרוח,א'
1400 - 1200,תרגיל לדת ולתרבות האסלאם,גילמן,"ד""ר צפריר נורית",0622-1013-01,ב',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,456 ,מדעי הרוח,ב'
1400 - 1200,תרגיל לדת ולתרבות האסלאם,גילמן,"ד""ר צפריר נורית",0622-1013-02,ב',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,456 ,מדעי הרוח,א'
1200 - 1000,תרגיל לדת ולתרבות האסלאם,גילמן,"ד""ר צפריר נורית",0622-1013-02,ב',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,456 ,מדעי הרוח,ב'
1200 - 1000,תרגיל לתולדות האימפריה העות'מאנית,גילמן,"ד""ר וישניצר אבנר",0622-1014-01,ב',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,456 ,מדעי הרוח,ג'
1200 - 1000,תרגיל לתולדות האימפריה העות'מאנית,גילמן,"ד""ר וישניצר אבנר",0622-1014-01,ב',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,456 ,מדעי הרוח,ה'
1600 - 1400,תרגיל בכתיבת עבודות,גילמן,"ד""ר צורף מירה",0622-1099-01,א',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,456 ,מדעי הרוח,א'
1400 - 1200,תרגיל בכתיבת עבודות,גילמן,"ד""ר צורף מירה",0622-1099-02,ב',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,362 ,מדעי הרוח,ב'
1800 - 1600,תרגיל בכתיבת עבודות,גילמן,"ד""ר אלון יואב",0622-1099-03,ב',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,317 ,מדעי הרוח,ב'
1200 - 1000,תרגיל בכתיבת עבודות,גילמן,פרופ שפר מוסנזון מרים,0622-1099-04,ב',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,456 ,מדעי הרוח,ד'
1400 - 1200,תרגיל בכתיבת עבודות,גילמן,פרופ שפר מוסנזון מרים,0622-1099-05,ב',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,279 ,מדעי הרוח,ד'
1800 - 1600,ערבית למתקדמים,גילמן,גב' דוידוביץ עדנה,0622-2000-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,306 ,מדעי הרוח,ג'
1400 - 1200,ערבית למתקדמים,גילמן,גב' דוידוביץ עדנה,0622-2000-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,306 ,מדעי הרוח,ה'
1800 - 1600,ערבית למתקדמים,גילמן,גב' דוידוביץ עדנה,0622-2000-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,306 ,מדעי הרוח,ג'
1400 - 1200,ערבית למתקדמים,גילמן,גב' דוידוביץ עדנה,0622-2000-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,306 ,מדעי הרוח,ה'
1000 - 0800,ערבית למתקדמים,גילמן,מר רובין אילן,0622-2000-02,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,306 ,מדעי הרוח,ג'
1000 - 0800,ערבית למתקדמים,גילמן,מר רובין אילן,0622-2000-02,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,306 ,מדעי הרוח,ה'
1000 - 0800,ערבית למתקדמים,גילמן,מר רובין אילן,0622-2000-02,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,306 ,מדעי הרוח,ג'
1000 - 0800,ערבית למתקדמים,גילמן,מר רובין אילן,0622-2000-02,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,306 ,מדעי הרוח,ה'
1800 - 1600,מבוא להיסטוריה חברתית,גילמן,"ד""ר ברק און",0622-2001-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור,282 ,מדעי הרוח,ה'
1200 - 1000,"סביבה ואיכות סביבה במזה""ת",גילמן,פרופ שפר מוסנזון מרים,0622-2011-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור,456 ,מדעי הרוח,א'
1600 - 1400,"צעירים, מהפכות וצדק חברתי",גילמן,"ד""ר צורף מירה",0622-2017-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור,361 ,מדעי הרוח,ב'
1200 - 1000,"זכרון והיסטוריה - יהודי המזה""ת וצפון אפריקה בתקופה המודרנית",גילמן,"ד""ר נסימוב מרים",0622-2019-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור,456 ,מדעי הרוח,א'
1600 - 1400,מאה שנים אחרי: המרד הערבי והמורשת ההאשמית במזרח התיכון,גילמן,"ד""ר אלון יואב",0622-2020-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור,456 ,מדעי הרוח,ב'
1200 - 1000,"חקר רשתות היסטוריות מזרח תיכוניות: חברה, תרבות ופוליטיקה",גילמן,"ד""ר חורב הראל שלום",0622-2021-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,306 ,מדעי הרוח,ב'
1200 - 1000,"חקר רשתות היסטוריות מזרח תיכוניות: חברה, תרבות ופוליטיקה",גילמן,"ד""ר חורב הראל שלום",0622-2021-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,306 ,מדעי הרוח,ה'
1400 - 1200,"פמיניזם מאחורי הרעלה - נשים היברידיות במזה""ת בין דת למודרנה",גילמן,"ד""ר צורף מירה",0622-2022-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור,456 ,מדעי הרוח,ד'
2000 - 1800,השיעה בעולם הערבי: מהשוליים להעצמה,גילמן,פרופ ליטבק מאיר,0622-2023-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור,456 ,מדעי הרוח,ד'
1400 - 1200,"האביב הערבי: הטוב, הרע והמכוער",גילמן,פרופ מדי-וויצמן ברוס,0622-2024-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור,456 ,מדעי הרוח,ה'
1600 - 1400,צפון אפריקה המודרנית: אתגרי הקולוניאליזם ועצמאות,גילמן,פרופ מדי-וויצמן ברוס,0622-2025-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור,456 ,מדעי הרוח,ג'
1400 - 1200,"זמנים מודרניים במזה""ת",רוזנברג,"ד""ר וישניצר אבנר",0622-2026-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,211 ,מדעי הרוח,ב'
1400 - 1200,"זמנים מודרניים במזה""ת",גילמן,"ד""ר וישניצר אבנר",0622-2026-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,361א,מדעי הרוח,ה'
1200 - 1000,"עבודה ואחרי העבודה במזה""ת",רוזנברג,"ד""ר וישניצר אבנר",0622-2027-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,102 ,מדעי הרוח,ב'
1200 - 1000,"עבודה ואחרי העבודה במזה""ת",גילמן,"ד""ר וישניצר אבנר",0622-2027-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,361 ,מדעי הרוח,ה'
1200 - 1000,"הנפט והמזה""ת",גילמן,"ד""ר יערי מיכל",0622-2028-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור,306 ,מדעי הרוח,א'
1800 - 1600,"מדינה, חברה, דת ואלימות בראי היסטורי כלכלי",גילמן,"ד""ר נדן עמוס",0622-2029-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור,277 ,מדעי הרוח,ה'
1400 - 1200,בין אחדות לפירוד-המערכת הערבית המדינתית,גילמן,פרופ מדי-וויצמן ברוס,0622-2142-01,א',היסטוריה של המזרח התיכון ואפריקה ,סמינר,455 ,מדעי הרוח,ב'
1400 - 1200,בין אחדות לפירוד-המערכת הערבית המדינתית,גילמן,פרופ מדי-וויצמן ברוס,0622-2142-01,א',היסטוריה של המזרח התיכון ואפריקה ,סמינר,455 ,מדעי הרוח,ה'
1400 - 1200,"המזה""ת מהעיתונות המודפסת לתרבות המדיה הדיגיטלית",גילמן,"ד""ר הנדלמן-בעבור ליאורה",0622-2173-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור,456 ,מדעי הרוח,ב'
1800 - 1600,"הלאומיות במזה""ת: פריחה ושקיעה?",גילמן,פרופ ליטבק מאיר,0622-2178-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור,277 ,מדעי הרוח,ד'
1600 - 1400,תולדות הסכסוך הישראלי-ערבי,גילמן,פרופ מדי-וויצמן ברוס,0622-2181-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,456 ,מדעי הרוח,ג'
1800 - 1600,תולדות הסכסוך הישראלי-ערבי,גילמן,פרופ מדי-וויצמן ברוס,0622-2181-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,456 ,מדעי הרוח,ה'
1200 - 1000,"נשים ותנועות לאומיות במזה""ת ובאפריקה",גילמן,"ד""ר בק אירית",0622-2191-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,361 ,מדעי הרוח,ב'
1400 - 1200,"נשים ותנועות לאומיות במזה""ת ובאפריקה",גילמן,"ד""ר בק אירית",0622-2191-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,220 ,מדעי הרוח,ד'
1200 - 1000,המאה הפלסטינית,גילמן,"ד""ר חורב הראל שלום",0622-2192-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,456 ,מדעי הרוח,ב'
1200 - 1000,המאה הפלסטינית,גילמן,"ד""ר חורב הראל שלום",0622-2192-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,456 ,מדעי הרוח,ה'
1600 - 1400,"תרבות פופולרית במזה""ת",גילמן,"ד""ר הנדלמן-בעבור ליאורה",0622-2197-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור,456 ,מדעי הרוח,ב'
1400 - 1200,תורכיה המודרנית,גילמן,פרופ סינגר איימי,0622-2201-01,ב',היסטוריה של המזרח התיכון ואפריקה ,פרוסמינר,455 ,מדעי הרוח,ב'
1400 - 1200,תורכיה המודרנית,גילמן,פרופ סינגר איימי,0622-2201-01,ב',היסטוריה של המזרח התיכון ואפריקה ,פרוסמינר,455 ,מדעי הרוח,ד'
1600 - 1400,משבטים לממלכה: סוגיות מרכזיות בהיסטוריה של ירדן,גילמן,"ד""ר אלון יואב",0622-2203-01,א',היסטוריה של המזרח התיכון ואפריקה ,פרוסמינר,455 ,מדעי הרוח,א'
1600 - 1400,משבטים לממלכה: סוגיות מרכזיות בהיסטוריה של ירדן,גילמן,"ד""ר אלון יואב",0622-2203-01,א',היסטוריה של המזרח התיכון ואפריקה ,פרוסמינר,455 ,מדעי הרוח,ג'
1200 - 1000,איראן בעת החדישה,גילמן,"ד""ר הנדלמן-בעבור ליאורה",0622-2207-01,ב',היסטוריה של המזרח התיכון ואפריקה ,פרוסמינר,455 ,מדעי הרוח,ג'
1200 - 1000,איראן בעת החדישה,גילמן,"ד""ר הנדלמן-בעבור ליאורה",0622-2207-01,ב',היסטוריה של המזרח התיכון ואפריקה ,פרוסמינר,455 ,מדעי הרוח,ה'
1200 - 1000,מצרים בעת החדשה,גילמן,"ד""ר ברק און",0622-2215-01,א',היסטוריה של המזרח התיכון ואפריקה ,פרוסמינר,455 ,מדעי הרוח,ג'
1200 - 1000,מצרים בעת החדשה,גילמן,"ד""ר ברק און",0622-2215-01,א',היסטוריה של המזרח התיכון ואפריקה ,פרוסמינר,455 ,מדעי הרוח,ה'
1400 - 1200,"הפלסטינים: היסטוריה פוליטית, חברתית וכלכלית",גילמן,"ד""ר נדן עמוס",0622-2218-01,א',היסטוריה של המזרח התיכון ואפריקה ,פרוסמינר,317א,מדעי הרוח,ג'
2000 - 1800,"הפלסטינים: היסטוריה פוליטית, חברתית וכלכלית",גילמן,"ד""ר נדן עמוס",0622-2218-01,א',היסטוריה של המזרח התיכון ואפריקה ,פרוסמינר,317א,מדעי הרוח,ה'
None,ערבית למתקדמים,None,  ,0622-2222-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,    ,מדעי הרוח,None
None,ערבית למתקדמים,None,  ,0622-2222-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,    ,מדעי הרוח,None
1600 - 1400,"המוסיקה של המזה""ת ואפריקה",גילמן,"ד""ר מורד משה",0622-2302-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור,278 ,מדעי הרוח,ד'
1400 - 1200,פרסית למתחילים,"ביה""ס לשפות","ד""ר נסימוב מרים",0622-3001-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,301 ,מדעי הרוח,א'
1400 - 1200,פרסית למתחילים,"ביה""ס לשפות","ד""ר נסימוב מרים",0622-3001-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,301 ,מדעי הרוח,ד'
1400 - 1200,פרסית למתחילים,"ביה""ס לשפות","ד""ר נסימוב מרים",0622-3001-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,301 ,מדעי הרוח,א'
1400 - 1200,פרסית למתחילים,"ביה""ס לשפות","ד""ר נסימוב מרים",0622-3001-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,301 ,מדעי הרוח,ד'
1600 - 1400,פרסית למתקדמים,"ביה""ס לשפות","ד""ר נסימוב מרים",0622-3002-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,301 ,מדעי הרוח,א'
1200 - 1000,פרסית למתקדמים,"ביה""ס לשפות","ד""ר נסימוב מרים",0622-3002-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,301 ,מדעי הרוח,ד'
1600 - 1400,פרסית למתקדמים,"ביה""ס לשפות","ד""ר נסימוב מרים",0622-3002-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,301 ,מדעי הרוח,א'
1200 - 1000,פרסית למתקדמים,"ביה""ס לשפות","ד""ר נסימוב מרים",0622-3002-01,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,301 ,מדעי הרוח,ד'
2000 - 1600,"איך לקרוא ולכתוב היסטוריה של המזה""ת",גילמן,פרופ טולידאנו אהוד,0622-3207-01,ב',היסטוריה של המזרח התיכון ואפריקה ,סמינר,317א,מדעי הרוח,ג'
1600 - 1400,"מחלוקות היסטוריוגרפיות בחקר המזה""ת",גילמן,פרופ ליטבק מאיר,0622-3208-01,ב',היסטוריה של המזרח התיכון ואפריקה ,סמינר,455 ,מדעי הרוח,א'
1800 - 1600,"מחלוקות היסטוריוגרפיות בחקר המזה""ת",גילמן,פרופ ליטבק מאיר,0622-3208-01,ב',היסטוריה של המזרח התיכון ואפריקה ,סמינר,455 ,מדעי הרוח,ד'
1200 - 1000,האחים המוסלמים - מחסן אל-בנא עד מוחמד מורסי,גילמן,"ד""ר צורף מירה",0622-3234-01,א',היסטוריה של המזרח התיכון ואפריקה ,סמינר,455 ,מדעי הרוח,ב'
1400 - 1200,האחים המוסלמים - מחסן אל-בנא עד מוחמד מורסי,גילמן,"ד""ר צורף מירה",0622-3234-01,א',היסטוריה של המזרח התיכון ואפריקה ,סמינר,455 ,מדעי הרוח,ד'
1600 - 1400,"המזה""ת בצל ""האביב הערבי"": היסטוריה ואקטואליה",גילמן,פרופ רבי עוזי,0622-3235-01,א',היסטוריה של המזרח התיכון ואפריקה ,סמינר,455 ,מדעי הרוח,ב'
1600 - 1400,"המזה""ת בצל ""האביב הערבי"": היסטוריה ואקטואליה",גילמן,פרופ רבי עוזי,0622-3235-01,ב',היסטוריה של המזרח התיכון ואפריקה ,סמינר,458 ,מדעי הרוח,ב'
1600 - 1400,שילוב מושגים ומוטיבים דתיים בטקסטים פוליטיים מודרניים,גילמן,פרופ בסל נאסר,0622-6028-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,362 ,מדעי הרוח,ב'
1800 - 1600,שילוב מושגים ומוטיבים דתיים בטקסטים פוליטיים מודרניים,גילמן,פרופ בסל נאסר,0622-6028-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,317 ,מדעי הרוח,ד'
1800 - 1600,טקסטים שרעיים,גילמן,"ד""ר צפריר נורית",0622-6033-01,א',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,497 ,מדעי הרוח,א'
1400 - 1200,אמצעי התקשורת בעולם הערבי,None,מר דגן יובל,0622-6034-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,    ,מדעי הרוח,א'
1400 - 1200,אמצעי התקשורת בעולם הערבי,None,מר דגן יובל,0622-6034-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,    ,מדעי הרוח,ג'
1400 - 1200,אמצעי התקשורת בעולם הערבי,None,מר דגן יובל,0622-6034-02,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,    ,מדעי הרוח,א'
1400 - 1200,אמצעי התקשורת בעולם הערבי,None,מר דגן יובל,0622-6034-02,ב',היסטוריה של המזרח התיכון ואפריקה ,שיעור ות,    ,מדעי הרוח,ג'
1800 - 1600,סדנה מתודולוגית,גילמן,"ד""ר ברק און",0622-8001-01,א',היסטוריה של המזרח התיכון ואפריקה ,סדנה,450 ,מדעי הרוח,ג'
1600 - 1400,גיאופוליטיקה איזורית,גילמן,פרופ רבי עוזי,0622-8239-01,א',היסטוריה של המזרח התיכון ואפריקה ,הדרכה אי,455 ,מדעי הרוח,ה'
1600 - 1400,גיאופוליטיקה איזורית,גילמן,פרופ רבי עוזי,0622-8239-02,ב',היסטוריה של המזרח התיכון ואפריקה ,הדרכה אי,455 ,מדעי הרוח,ה'
1200 - 1000,האני והאחר - זהות בספרות ובאמנות האיראנית,גילמן,"ד""ר נסימוב מרים",0622-8243-01,א',היסטוריה של המזרח התיכון ואפריקה ,הדרכה אי,307 ,מדעי הרוח,א'
1400 - 1200,מחקר היסטורי איכותני וכמותני,גילמן,"ד""ר נדן עמוס",0622-8244-01,ב',היסטוריה של המזרח התיכון ואפריקה ,הדרכה אי,317א,מדעי הרוח,ה'
1200 - 1000,מבוא ללימודי אפריקה,גילמן,"ד""ר בק אירית",0622-9102-01,א',היסטוריה של המזרח התיכון ואפריקה ,שיעור,326 ,מדעי הרוח,א'
1600 - 1400,תרגיל בחקר אפריקה,גילמן,"ד""ר רופא גיא",0622-9103-01,א',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,449 ,מדעי הרוח,א'
1600 - 1400,תרגיל בחקר אפריקה,גילמן,"ד""ר רופא גיא",0622-9103-01,א',היסטוריה של המזרח התיכון ואפריקה ,תרגיל,362 ,מדעי הרוח,ד'
1600 - 1400,תרגיל כתיבה,רוזנברג,גב' קרולין ענת,0626-1141-01,א',אנגלית ,תרגיל,106 ,מדעי הרוח,ב'
1800 - 1600,תרגיל כתיבה,רוזנברג,מר כהן עמרי,0626-1141-02,א',אנגלית ,תרגיל,105 ,מדעי הרוח,ה'
1600 - 1400,תרגיל כתיבה,רוזנברג,גב' וסרניס מריה,0626-1141-03,א',אנגלית ,תרגיל,105 ,מדעי הרוח,ה'
1800 - 1600,תרגיל כתיבה,רוזנברג,גב' קרולין ענת,0626-1141-04,ב',אנגלית ,תרגיל,105 ,מדעי הרוח,ב'
1600 - 1400,תרגיל כתיבה,רוזנברג,גב' קאנאלס זאידי,0626-1141-05,ב',אנגלית ,תרגיל,104 ,מדעי הרוח,ג'
