building,day,teacher,school,room,semester,faculty,course_type,course_name,course_number,hours
מר בן עמי ערן,בעיות מתקדמות בחשבונאות ב',א',ניהול,רקנאטי,1211-3808-10,252 ,1600 - 1400,חשבונאות ,ד',תרגיל
מר בן עמי ערן,בעיות מתקדמות בחשבונאות ב',ב',ניהול,רקנאטי,1211-3808-20,406 ,1200 - 1000,חשבונאות ,א',תרגיל
מר ריעני חי,בעיות מתקדמות בחשבונאות ב',ב',ניהול,רקנאטי,1211-3808-30,407 ,1600 - 1400,חשבונאות ,ד',תרגיל
"ד""ר לוי שי",סמינר בניתוח דוחות כספיים והערכת שווי חברות,א',ניהול,רקנאטי,1211-3814-01,254 ,1400 - 1200,חשבונאות ,א',סמינר
"ד""ר לוי שי",סמינר בניתוח דוחות כספיים והערכת שווי חברות,א',ניהול,רקנאטי,1211-3814-02,303 ,1400 - 1200,חשבונאות ,ב',סמינר
פרופ עמירם דן,סמינר בניתוח דוחות כספיים והערכת שווי חברות,ב',ניהול,רקנאטי,1211-3814-03,254 ,1400 - 1200,חשבונאות ,א',סמינר
"ד""ר דישטניק דוד יוסף",סמינר בניתוח דוחות כספיים והערכת שווי חברות,ב',ניהול,רקנאטי,1211-3814-04,254 ,1600 - 1400,חשבונאות ,א',סמינר
"ד""ר דישטניק דוד יוסף",סמינר בניתוח דוחות כספיים והערכת שווי חברות,ב',ניהול,רקנאטי,1211-3814-05,403 ,1400 - 1200,חשבונאות ,ה',סמינר
פרופ אמיר אלי,סמינר בחשבונאות פיננסית,א',ניהול,רקנאטי,1211-3815-01,254 ,1200 - 1000,חשבונאות ,א',סמינר
"ד""ר לוי שי",סמינר בחשבונאות פיננסית,א',ניהול,רקנאטי,1211-3815-02,303 ,1600 - 1400,חשבונאות ,ב',סמינר
"ד""ר ורסנו צחי",סמינר בחשבונאות פיננסית,ב',ניהול,רקנאטי,1211-3815-03,408 ,1400 - 1200,חשבונאות ,א',סמינר
"ד""ר ורסנו צחי",סמינר בחשבונאות פיננסית,ב',ניהול,רקנאטי,1211-3815-04,408 ,1600 - 1400,חשבונאות ,א',סמינר
"ד""ר קמה איתי",סמינר בחשבונאות פיננסית,ב',ניהול,רקנאטי,1211-3815-05,403 ,1200 - 1000,חשבונאות ,ה',סמינר
מר זיכלינסקי ניר,ביקורת חשבונות מתקדמת,ב',ניהול,רקנאטי,1211-4113-01,104 ,None,חשבונאות ,None,שיעור ות
מר אבדי יום טוב,מסוי היחיד,א',ניהול,רקנאטי,1211-4126-01,104 ,None,חשבונאות ,None,שיעור
"עו""ד ליבוביץ-מלכא לימור",מסוי היחיד,א',ניהול,רקנאטי,1211-4126-10,104 ,None,חשבונאות ,None,תרגיל
גב' גרסי יעל,חשבונאות פיננסית מתקדמת א',א',ניהול,רקנאטי,1211-4127-01,104 ,None,חשבונאות ,None,שיעור
גב' אבריאן דורין,חשבונאות פיננסית מתקדמת א',א',ניהול,רקנאטי,1211-4127-10,103 ,None,חשבונאות ,None,תרגיל
מר לוי רועי שמעון,חשבונאות פיננסית מתקדמת א',א',ניהול,רקנאטי,1211-4127-20,407 ,None,חשבונאות ,None,תרגיל
גב' פריג נועה,חשבונאות פיננסית מתקדמת א',א',ניהול,רקנאטי,1211-4127-30,105 ,None,חשבונאות ,None,תרגיל
גב' גרסי יעל,חשבונאות פיננסית מתקדמת ב',ב',ניהול,רקנאטי,1211-4128-01,104 ,None,חשבונאות ,None,שיעור
גב' אבריאן דורין,חשבונאות פיננסית מתקדמת ב',ב',ניהול,רקנאטי,1211-4128-10,103 ,None,חשבונאות ,None,תרגיל
מר לוי רועי שמעון,חשבונאות פיננסית מתקדמת ב',ב',ניהול,רקנאטי,1211-4128-20,407 ,None,חשבונאות ,None,תרגיל
גב' פריג נועה,חשבונאות פיננסית מתקדמת ב',ב',ניהול,רקנאטי,1211-4128-30,105 ,None,חשבונאות ,None,תרגיל
גב' יוסף-סקלר צפורה,מסוי חברות מתקדם,א',ניהול,רקנאטי,1211-4132-01,104 ,None,חשבונאות ,None,שיעור
"רו""ח בוטבול רובי",מסוי חברות מתקדם,א',ניהול,רקנאטי,1211-4132-10,104 ,None,חשבונאות ,None,תרגיל
"ד""ר לוי שירלי",יסודות המשפט העסקי,א',ניהול,כיתות דן דוד,1221-1106-01,301 ,2000 - 1700,ניהול ,ג',שיעור
מר קרייניק שמואל,יסודות המשפט העסקי,א',ניהול,רקנאטי,1221-1106-02,405 ,2000 - 1700,ניהול ,ה',שיעור
פרופ אסטריכר-זינגר גל,מבוא לטכנולוגיות מידע,א',ניהול,רקנאטי,1221-1111-01,406 ,1600 - 1400,ניהול ,א',שיעור
פרופ אסטריכר-זינגר גל,מבוא לטכנולוגיות מידע,א',ניהול,רקנאטי,1221-1111-02,303 ,1400 - 1200,ניהול ,ד',שיעור
פרופ אסטריכר-זינגר גל,מבוא לטכנולוגיות מידע,א',ניהול,רקנאטי,1221-1111-03,407 ,1200 - 1000,ניהול ,ה',שיעור
"ד""ר בן אסולי אופיר",מבוא לטכנולוגיות מידע,א',ניהול,רקנאטי,1221-1111-04,303 ,1000 - 0800,ניהול ,ד',שיעור
"ד""ר בן אסולי אופיר",מבוא לטכנולוגיות מידע,א',ניהול,רקנאטי,1221-1111-05,303 ,1200 - 1000,ניהול ,ד',שיעור
"ד""ר בן אסולי אופיר",מבוא לטכנולוגיות מידע,א',ניהול,רקנאטי,1221-1111-06,303 ,1000 - 0800,ניהול ,ה',שיעור
"ד""ר בן אסולי אופיר",מבוא לטכנולוגיות מידע,א',ניהול,רקנאטי,1221-1111-07,303 ,1200 - 1000,ניהול ,ה',שיעור
  ,השתתפות בשעות ניסוי במעבדה ההתנהגותית- חוג לניהול,א',ניהול,None,1221-1112-01,    ,None,ניהול ,None,תרגיל
  ,השתתפות בשעות ניסוי במעבדה ההתנהגותית- חוג לניהול,ב',ניהול,None,1221-1112-01,    ,None,ניהול ,None,תרגיל
"ד""ר בן אסולי אופיר",יסודות מערכות מידע,ב',ניהול,רקנאטי,1221-2202-01,253 ,1200 - 1000,ניהול ,ד',שיעור
"ד""ר בן אסולי אופיר",יסודות מערכות מידע,ב',ניהול,רקנאטי,1221-2202-02,253 ,1400 - 1200,ניהול ,ד',שיעור
"ד""ר משיח אילה",יסודות תורת ההחלטות,ב',ניהול,רקנאטי,1221-2203-01,253 ,1100 - 0800,ניהול ,ה',שיעור
  ,"הדרכה בספריה"" :שימוש במאגרי מידע"" בניהול",א',ניהול,None,1221-2222-01,    ,None,ניהול ,None,הדרכה בי
  ,"הדרכה בספרייה : ""שימוש במאגרי מידע"" בניהול - לתלמידי פסיכולוגיה",א',ניהול,None,1221-2223-01,    ,None,ניהול ,None,הדרכה בי
"ד""ר קמה איתי",יסודות החשבונאות,א',ניהול,רקנאטי,1221-2301-01,405 ,1400 - 1000,ניהול ,א',שיעור
"רו""ח שריר עידן",יסודות החשבונאות,א',ניהול,כיתות דן דוד,1221-2301-02,301 ,1900 - 1700,ניהול ,ב',תרגיל
"רו""ח שריר עידן",יסודות החשבונאות,א',ניהול,רקנאטי,1221-2301-03,253 ,1200 - 1000,ניהול ,ד',תרגיל
"ד""ר קמה איתי",יסודות החשבונאות,ב',ניהול,כיתות דן דוד,1221-2301-04,301 ,2000 - 1600,ניהול ,ג',שיעור
"רו""ח שריר עידן",יסודות החשבונאות,ב',ניהול,רקנאטי,1221-2301-05,306 ,1800 - 1600,ניהול ,ב',תרגיל
"רו""ח שריר עידן",יסודות החשבונאות,ב',ניהול,רקנאטי,1221-2301-06,407 ,1200 - 1000,ניהול ,א',תרגיל
"ד""ר שגיב תמר",התנהגות ארגונית-מאקרו,ב',ניהול,רקנאטי,1221-3102-01,104 ,1600 - 1300,ניהול ,ג',שיעור
"ד""ר שגיב תמר",התנהגות ארגונית-מאקרו,ב',ניהול,רקנאטי,1221-3102-02,405 ,1300 - 1000,ניהול ,ד',שיעור
מר מימרן אופיר,התנהגות ארגונית-מאקרו,ב',ניהול,רקנאטי,1221-3102-03,254 ,1330 - 1200,ניהול ,ד',תרגיל
מר מימרן אופיר,התנהגות ארגונית-מאקרו,ב',ניהול,רקנאטי,1221-3102-04,254 ,1530 - 1400,ניהול ,ד',תרגיל
מר מימרן אופיר,התנהגות ארגונית-מאקרו,ב',ניהול,רקנאטי,1221-3102-05,254 ,1130 - 1000,ניהול ,ה',תרגיל
מר מימרן אופיר,התנהגות ארגונית-מאקרו,ב',ניהול,רקנאטי,1221-3102-06,254 ,1330 - 1200,ניהול ,ה',תרגיל
מר מימרן אופיר,התנהגות ארגונית-מאקרו,ב',ניהול,רקנאטי,1221-3102-07,254 ,1530 - 1400,ניהול ,ה',תרגיל
"ד""ר שרגא אופירה",התנהגות ארגונית - מיקרו,א',ניהול,רקנאטי,1221-3103-01,405 ,1300 - 1000,ניהול ,ב',שיעור
"ד""ר שרגא אופירה",התנהגות ארגונית - מיקרו,א',ניהול,רקנאטי,1221-3103-02,405 ,1700 - 1400,ניהול ,ה',שיעור
גב' אפוטה-שפר נטלי,התנהגות ארגונית - מיקרו,א',ניהול,רקנאטי,1221-3103-03,407 ,1530 - 1400,ניהול ,ה',תרגיל
גב' אפוטה-שפר נטלי,התנהגות ארגונית - מיקרו,א',ניהול,רקנאטי,1221-3103-04,407 ,1530 - 1400,ניהול ,ה',תרגיל
גב' אפוטה-שפר נטלי,התנהגות ארגונית - מיקרו,א',ניהול,רקנאטי,1221-3103-05,304 ,1330 - 1200,ניהול ,ד',תרגיל
גב' אפוטה-שפר נטלי,התנהגות ארגונית - מיקרו,א',ניהול,רקנאטי,1221-3103-06,304 ,1530 - 1400,ניהול ,ד',תרגיל
גב' אפוטה-שפר נטלי,התנהגות ארגונית - מיקרו,א',ניהול,רקנאטי,1221-3103-07,304 ,1530 - 1400,ניהול ,ד',תרגיל
"ד""ר שרגא אופירה",התנהגות ארגונית - מיקרו,א',ניהול,רקנאטי,1221-3103-08,252 ,1530 - 1300,ניהול ,ב',שיעור
"ד""ר ויזל אורי",שיטות מחקר אמפירי,א',ניהול,רקנאטי,1221-3105-01,407 ,2000 - 1600,ניהול ,א',שיעור
מר אורן אביאל,שיטות מחקר אמפירי,א',ניהול,רקנאטי,1221-3105-02,047 ,1000 - 0830,ניהול ,ג',תרגיל
"ד""ר ויזל אורי",שיטות מחקר אמפירי,ב',ניהול,רקנאטי,1221-3105-03,303 ,2000 - 1600,ניהול ,א',שיעור
מר אורן אביאל,שיטות מחקר אמפירי,ב',ניהול,רקנאטי,1221-3105-04,047 ,1000 - 0830,ניהול ,ג',תרגיל
פרופ אנילי שושנה,חקר ביצועים: תאוריה ויישומים,א',ניהול,רקנאטי,1221-3201-01,408 ,1000 - 0830,ניהול ,ב',שיעור
פרופ אנילי שושנה,חקר ביצועים: תאוריה ויישומים,א',ניהול,רקנאטי,1221-3201-01,304 ,1200 - 1000,ניהול ,ד',שיעור
מר שירום גיא,חקר ביצועים: תאוריה ויישומים,א',ניהול,רקנאטי,1221-3201-02,303 ,1900 - 1730,ניהול ,ד',תרגיל
מר שירום גיא,חקר ביצועים: תאוריה ויישומים,א',ניהול,None,1221-3201-02,    ,1900 - 1730,ניהול ,ד',תרגיל
פרופ אנילי שושנה,חקר ביצועים: תאוריה ויישומים,ב',ניהול,רקנאטי,1221-3201-03,403 ,1230 - 1100,ניהול ,ב',שיעור
פרופ אנילי שושנה,חקר ביצועים: תאוריה ויישומים,ב',ניהול,רקנאטי,1221-3201-03,254 ,1200 - 1000,ניהול ,ד',שיעור
מר שירום גיא,חקר ביצועים: תאוריה ויישומים,ב',ניהול,רקנאטי,1221-3201-04,403 ,1800 - 1630,ניהול ,ג',תרגיל
"ד""ר מרגלית תמר",השלמה פרונטלית באלגברה לינארית,א',ניהול,רקנאטי,1221-3203-01,304 ,1000 - 0800,ניהול ,ד',תרגיל
פרופ וואהל אבי,יסודות המימון -תואר I,א',ניהול,רקנאטי,1221-3301-01,407 ,1400 - 1000,ניהול ,א',שיעור
מר אחיעז ארי,יסודות המימון -תואר I,א',ניהול,רקנאטי,1221-3301-02,303 ,1730 - 1600,ניהול ,ד',תרגיל
פרופ וואהל אבי,יסודות המימון -תואר I,ב',ניהול,רקנאטי,1221-3301-03,407 ,1600 - 1200,ניהול ,א',שיעור
מר אחיעז ארי,יסודות המימון -תואר I,ב',ניהול,גילמן,1221-3301-04,279 ,1800 - 1600,ניהול ,ה',תרגיל
"ד""ר סטטנר אוריאל שמעון",יסודות האסטרטגיה,א',ניהול,רקנאטי,1221-3304-01,253 ,1400 - 1000,ניהול ,ב',שיעור
"ד""ר סטטנר אוריאל שמעון",יסודות האסטרטגיה,ב',ניהול,רקנאטי,1221-3304-02,408 ,1200 - 0830,ניהול ,א',שיעור
מר איצקוביץ רז,מבוא לדיני מיסים,א',ניהול,גילמן,1221-3401-01,279 ,1800 - 1600,ניהול ,ה',שיעור
"ד""ר קליש יובל",מנהיגות,א',ניהול,רקנאטי,1221-4108-01,301 ,1700 - 1400,ניהול ,ב',שיעור
"ד""ר פרנק שחר",ניהול משא ומתן,ב',ניהול,רקנאטי,1221-4117-01,403 ,1200 - 0830,ניהול ,ג',שיעור
"ד""ר ספורטא יצחק",אתיקה ועסקים,ב',ניהול,None,1221-4120-01,    ,1530 - 1400,ניהול ,ה',שיעור
"ד""ר ספורטא יצחק",אתיקה ועסקים,ב',ניהול,רקנאטי,1221-4120-01,253 ,1530 - 1400,ניהול ,ה',שיעור
פרופ שטיינהרט יעל,יסודות השיווק,א',ניהול,רקנאטי,1221-4301-01,405 ,1430 - 1200,ניהול ,ד',שיעור
"ד""ר ניצן עירית",יסודות השיווק,ב',ניהול,רקנאטי,1221-4301-02,304 ,1100 - 0800,ניהול ,ב',שיעור
גב' שטוקהיים ענבל,התנהגות צרכנים,ב',ניהול,רקנאטי,1221-4305-01,403 ,1600 - 1400,ניהול ,ג',שיעור
"ד""ר טבת דנה",שווק קמעונאי,א',ניהול,רקנאטי,1221-4311-01,103 ,1200 - 1000,ניהול ,ג',שיעור
"ד""ר ארד אילה",כלכלה התנהגותית לניהול,ב',ניהול,רקנאטי,1221-4325-01,404 ,1600 - 1400,ניהול ,ד',שיעור
"ד""ר וויצמן רון",נושאים נבחרים במצוינות תפעולית,א',ניהול,רקנאטי,1221-4536-01,409 ,1900 - 1700,ניהול ,ב',שיעור
"ד""ר ראובני יפעת",חדשנות עסקית -פיננסית- חברתית,א',ניהול,רקנאטי,1221-4567-01,306 ,2000 - 1800,ניהול ,ב',פרוייקט
"ד""ר ראובני יפעת",חדשנות עסקית -פיננסית- חברתית,ב',ניהול,רקנאטי,1221-4567-01,306 ,2000 - 1800,ניהול ,ב',פרוייקט
"ד""ר פרידמן יאיר",קליניקה עסקית- ייעוץ אסטרטגי לעסקים קטנים ובינוניים,ב',ניהול,רקנאטי,1221-4569-01,254 ,2130 - 1800,ניהול ,א',פרוייקט
"ד""ר איוניר מקמל טלי",יסודות המתמטיקה לניהול,א',ניהול,רקנאטי,1221-5111-01,406 ,1400 - 1100,ניהול ,א',שיעור
"ד""ר איוניר מקמל טלי",יסודות המתמטיקה לניהול,א',ניהול,רקנאטי,1221-5111-01,406 ,1000 - 0830,ניהול ,ב',שיעור
מר בלייך יונתן,יסודות המתמטיקה לניהול,א',ניהול,רקנאטי,1221-5111-02,409 ,1700 - 1500,ניהול ,ג',תרגיל
מר בלייך יונתן,יסודות המתמטיקה לניהול,א',ניהול,רקנאטי,1221-5111-03,254 ,1800 - 1600,ניהול ,א',תרגיל
"ד""ר מרגלית תמר",יסודות המתמטיקה לניהול,א',ניהול,רקנאטי,1221-5111-04,252 ,1000 - 0830,ניהול ,א',שיעור
"ד""ר מרגלית תמר",יסודות המתמטיקה לניהול,א',ניהול,רקנאטי,1221-5111-04,406 ,1100 - 0830,ניהול ,ג',שיעור
מר בלייך יונתן,יסודות המתמטיקה לניהול,א',ניהול,רקנאטי,1221-5111-05,408 ,1800 - 1600,ניהול ,ד',תרגיל
מר בלייך יונתן,יסודות המתמטיקה לניהול,א',ניהול,רקנאטי,1221-5111-06,408 ,1400 - 1200,ניהול ,ה',תרגיל
"ד""ר סעד דוד",יסודות המתמטיקה לניהול,א',ניהול,רקנאטי,1221-5111-07,405 ,1800 - 1600,ניהול ,א',שיעור
"ד""ר סעד דוד",יסודות המתמטיקה לניהול,א',ניהול,רקנאטי,1221-5111-07,103 ,1700 - 1400,ניהול ,ג',שיעור
גב' פולק מארין,יסודות המתמטיקה לניהול,א',ניהול,רקנאטי,1221-5111-08,407 ,1800 - 1600,ניהול ,ד',תרגיל
